 num_hrefs, num_imgs, num_videos,shares
19,17,1,1300
32,35,0,1200
5,1,0,865
9,1,0,1300
4,1,0,733
10,1,0,692
34,35,0,868
9,0,0,1200
6,0,0,874
9,13,0,1100
7,13,0,1500
10,13,0,830
7,13,0,737
35,35,0,1400
4,1,0,647
34,35,0,739
13,15,1,789
4,1,0,912
12,1,0,815
11,1,0,384
10,1,0,17900
8,13,2,5600
5,0,2,78600
16,25,0,808
33,35,1,811
33,35,0,484
32,35,0,645
31,35,0,474
15,17,1,757
35,35,1,518
12,1,0,486
13,1,0,595
8,1,0,830
34,8,0,8800
10,1,11,1100
35,44,0,742
5,11,0,8000
1,0,1,1500
10,1,0,955
2,0,0,963
15,15,1,1500
6,1,0,990
5,1,0,538
18,13,0,2700
6,1,1,751
7,1,0,958
6,1,0,775
23,1,0,1300
23,11,1,502
3,1,0,1300
5,1,0,1300
46,1,0,682
5,11,0,1100
3,1,0,788
19,12,4,1500
64,11,0,6800
9,1,0,2900
18,1,0,4600
31,34,1,760
8,16,1,3000
6,0,1,768
6,1,1,553
17,1,0,829
9,1,0,2300
19,12,10,1200
16,13,0,10200
15,15,1,7600
7,0,1,1800
36,35,0,454
33,34,0,1300
6,1,0,563
20,18,0,1200
7,1,0,715
7,1,0,613
11,1,0,1500
31,34,1,776
3,1,0,479
11,0,7,413
5,0,11,3400
4,20,0,1100
7,1,1,678
7,1,0,2800
6,1,0,821
23,15,1,9000
17,18,0,6000
31,35,1,1900
4,12,0,5200
11,1,1,2000
9,1,0,1400
13,10,0,833
10,11,0,1400
12,1,0,3100
16,10,0,925
10,1,0,1400
10,1,0,674
7,0,0,776
15,11,0,208300
34,35,0,3100
22,21,0,69300
6,1,0,1900
16,18,0,805
6,1,0,8600
33,35,0,646
22,12,5,2100
5,1,0,922
27,16,0,587
33,35,0,980
28,10,1,877
31,11,0,813
35,35,0,2400
34,35,0,852
5,0,0,2400
10,1,0,954
11,8,0,26600
15,0,0,9800
4,1,0,12900
16,18,0,7800
31,11,1,1300
7,12,1,900
6,1,0,3600
37,30,1,1000
3,1,1,679
5,8,0,2100
10,1,0,712
4,1,0,2000
48,42,1,778
5,9,0,1200
31,37,1,2500
6,1,0,1700
4,1,1,6400
3,2,0,1100
5,0,1,1400
2,1,0,9700
22,11,0,1500
3,0,1,601
5,0,27,1400
7,1,2,1100
12,1,0,1700
20,10,2,820
35,1,2,1200
14,1,10,1200
6,0,0,444
4,0,3,896
6,0,1,35100
6,1,0,604
5,12,0,3600
5,1,0,636
11,3,0,1200
10,1,2,766
6,4,0,2200
11,12,1,916
2,16,0,25700
36,34,1,872
6,1,0,1600
11,1,0,863
6,1,0,531
2,2,0,5500
8,1,1,647
3,8,1,1200
11,4,0,1500
24,21,0,698
26,8,2,6200
34,36,1,1400
18,10,1,54600
19,10,2,498
16,8,1,1200
9,1,0,847
2,1,0,860
4,2,0,13900
8,1,0,1300
31,34,1,2000
19,15,0,3400
27,11,0,2200
12,8,3,2400
4,3,1,630
20,15,0,3900
8,1,0,1300
6,1,0,4300
9,13,0,1500
16,1,2,2800
19,1,0,12300
14,12,0,4300
36,35,0,983
6,1,0,2200
34,27,1,1900
8,0,1,1300
47,42,1,6900
5,2,0,1000
6,1,0,361
19,9,0,8400
11,5,0,1700
8,2,0,595
37,23,0,2500
2,2,1,1600
19,19,0,1800
6,1,0,498
9,6,2,751
19,15,0,1600
7,0,0,2900
4,10,0,2000
31,0,1,1700
5,1,0,798
20,16,0,908
12,1,0,770
4,2,1,6000
18,13,1,7600
12,1,0,910
5,3,0,3500
5,12,0,7000
8,1,0,4500
19,13,1,12200
5,0,2,2100
6,2,0,4400
6,0,0,3500
30,14,0,5300
13,8,0,3400
11,1,0,817
11,1,1,696
6,16,1,1700
6,1,0,5900
74,32,0,10000
5,1,1,13400
9,1,0,1700
6,0,0,1000
4,1,0,1900
10,1,0,11000
13,1,1,880
16,1,0,1400
8,3,0,2800
8,1,0,1500
7,53,1,974
5,0,2,618
4,0,2,906
6,2,1,3500
3,1,0,997
32,10,1,722
1,9,0,5100
31,34,1,1400
19,10,0,1400
8,1,1,1800
6,0,2,7600
4,16,0,2000
8,1,1,1000
9,4,5,4100
7,1,0,1100
6,7,0,3200
28,1,0,2700
8,2,1,2700
20,15,6,10600
7,4,0,18600
11,1,0,21300
23,19,0,9200
5,1,0,11400
8,7,3,3800
11,1,0,796
4,1,0,812
9,1,0,2000
9,2,0,2400
11,2,0,761
9,2,1,1300
15,5,8,782
5,0,0,720
4,1,0,1300
34,34,2,844
59,8,1,863
17,14,1,2000
12,1,0,11800
2,0,2,1000
12,12,1,999
8,1,0,638
18,14,1,18000
7,1,0,2300
3,0,1,677
7,0,0,10200
7,1,0,1900
6,1,0,1600
2,0,1,18300
27,23,0,30500
3,0,1,1900
11,1,0,6700
5,1,0,1100
10,51,0,1100
6,1,0,841
26,1,0,1200
8,1,0,1200
4,0,0,2500
15,15,1,5600
17,17,0,1200
8,8,0,1500
30,32,0,1800
7,10,0,2100
10,1,0,1200
15,28,1,2400
10,1,0,1800
4,0,1,1900
9,1,0,1800
9,5,0,1900
9,1,4,2500
16,1,13,1300
8,1,1,1800
22,5,0,1700
10,0,2,5100
11,1,0,2000
30,11,0,2700
29,25,0,1600
2,2,0,2200
10,1,0,1000
43,47,0,2200
17,12,0,872
19,15,1,34800
41,128,12,2500
8,7,0,1800
1,67,0,1300
25,11,0,2500
8,1,0,864
7,66,1,765
23,43,0,2400
9,31,2,20600
21,15,1,2400
10,1,0,1100
3,23,0,27300
10,1,0,2400
34,0,0,15000
0,51,0,1200
20,10,0,1500
19,1,1,1200
11,1,1,951
10,8,0,2600
33,34,1,3300
4,8,1,936
8,67,3,1400
6,0,0,922
22,7,2,9000
14,5,0,1000
3,28,0,53800
3,1,0,15800
4,19,0,984
5,0,0,957
15,11,0,1400
14,1,1,1200
4,1,1,2000
60,14,1,2000
6,50,1,1400
7,8,0,2400
9,1,0,2100
27,20,1,2400
8,0,0,806
13,67,0,638
6,1,0,13300
3,1,0,1000
7,1,0,706
3,1,0,4000
9,1,0,1500
12,52,0,6200
25,9,0,2000
5,5,0,1700
7,69,0,888
32,33,0,1700
10,12,0,1800
18,1,0,698
10,1,3,2300
6,1,1,1600
25,1,0,595
22,0,1,25400
7,1,0,1100
9,1,0,914
16,12,1,625
5,1,0,2700
6,1,1,11800
11,1,0,21000
8,51,1,684
9,0,0,1100
4,1,0,992
16,1,0,919
5,0,1,1400
23,10,8,530
8,1,0,1400
22,19,1,1400
13,1,0,906
15,13,0,22800
29,10,3,20700
7,1,0,12300
8,2,1,1200
6,1,0,604
3,2,0,2000
2,2,0,3700
45,1,0,4200
7,3,0,2900
18,51,0,8900
4,1,0,890
6,3,0,8600
20,1,2,6800
13,1,0,2800
5,5,0,2200
22,18,0,2700
22,19,1,1600
7,0,2,310800
5,2,0,2500
4,0,26,4500
20,15,1,24200
7,51,0,2200
17,0,14,1200
6,1,0,620
8,1,1,800
13,6,0,1300
18,1,0,2100
16,1,0,1100
4,0,21,5800
8,1,0,1000
14,9,0,6200
20,22,0,1000
7,1,0,1300
5,1,1,1800
15,13,1,98000
23,0,21,89500
7,1,0,1500
9,1,0,3400
15,10,1,3700
4,0,0,1000
0,1,0,3000
15,1,0,3200
7,1,1,861
5,1,1,4200
19,9,0,2400
24,1,0,888
3,2,0,1900
15,11,1,878
11,1,0,896
5,0,4,2700
12,6,0,962
2,0,0,736
15,1,0,1100
10,1,0,1200
3,2,0,5700
7,2,1,708
4,1,0,1000
23,21,0,5000
29,1,0,28200
9,1,0,885
7,1,0,3000
9,1,0,745
4,1,2,1900
12,1,0,3800
4,2,0,1300
4,1,0,1500
8,1,0,538
9,1,0,543
3,1,0,1000
9,1,0,1300
3,2,0,2000
5,1,0,1700
21,17,0,937
5,1,0,1900
6,1,0,2300
3,2,0,671
8,1,0,829
5,1,0,1400
15,1,0,993
1,0,1,139500
26,20,1,2500
5,1,1,11800
5,2,0,1400
10,1,0,998
3,0,1,6400
5,0,1,1100
5,1,0,921
5,12,1,744
4,1,0,1100
6,0,0,1300
7,1,0,2200
12,1,0,1200
6,1,0,719
24,13,0,4800
19,18,0,1600
27,15,1,1700
11,1,1,2600
4,2,0,8300
20,15,1,7700
24,2,3,10400
1,0,1,2100
9,1,0,2000
5,1,0,1800
16,16,1,40000
12,1,0,1700
2,2,0,2900
20,2,12,5000
10,5,1,3800
6,1,0,2500
6,0,2,1200
4,0,2,1200
3,2,0,3000
5,2,0,7900
7,1,1,1900
7,0,0,1100
14,1,1,4000
30,15,3,1400
8,1,0,1100
12,51,0,2900
14,1,1,740
35,14,0,1400
12,1,9,1800
10,1,1,873
8,0,3,730
8,1,0,1200
6,1,12,1100
9,6,0,4200
7,1,0,1300
7,1,0,2400
6,1,0,1000
6,0,5,100300
4,1,0,1600
11,1,0,802
3,16,0,1000
4,1,0,1200
2,2,0,767
2,14,0,1400
27,18,9,1500
8,1,0,1600
10,0,0,844
11,1,1,1800
5,2,0,741
1,3,0,2900
16,4,0,2100
8,1,0,911
5,2,0,5700
9,1,0,673
11,1,0,995
14,1,9,877
10,1,0,1300
25,21,1,19000
11,1,1,901
8,0,2,832
17,18,0,6400
29,10,0,2600
8,1,1,5100
5,1,0,895
4,0,0,6900
10,1,0,1100
7,15,2,5700
3,1,0,1200
32,14,1,2900
14,1,0,3200
14,1,1,2400
2,1,0,3600
13,51,0,2100
7,0,0,809
7,2,0,5600
4,9,1,1400
12,12,0,1300
23,0,21,63100
6,1,0,3200
3,1,0,1200
10,6,1,13600
4,0,0,3400
26,21,1,1800
8,2,0,769
7,0,0,1500
12,1,0,1400
9,1,0,1000
5,0,0,1100
6,1,0,2900
6,2,0,7800
12,8,1,1100
7,6,0,879
10,11,0,783
6,0,0,22
3,1,0,2500
1,2,0,3800
12,2,0,2200
18,15,0,4100
13,1,0,1200
25,4,1,2500
8,1,0,678
10,1,1,8400
4,0,2,2400
6,1,0,3600
28,13,0,2200
8,1,0,2200
6,1,0,724
5,2,1,1200
8,0,0,8000
7,0,2,1400
10,1,1,4300
19,16,0,967
4,2,0,3200
4,1,0,3100
5,1,0,6200
23,13,0,5200
7,1,0,2500
11,7,0,5300
13,2,0,885
3,0,1,1000
9,21,0,899
6,11,1,7900
40,10,20,1800
8,1,1,1100
5,1,0,1100
16,1,0,925
13,1,1,1000
25,2,0,701
12,1,0,725
29,15,1,2500
23,5,0,2200
6,1,2,1300
7,1,0,2400
7,1,0,1100
4,1,0,767
7,2,0,812
8,51,0,1400
7,2,1,15200
7,1,0,1100
8,1,12,1400
60,33,1,1700
20,18,0,2700
3,7,0,1100
13,10,1,1300
4,1,1,905
5,1,0,939
21,1,0,1100
7,0,1,915
5,0,21,2700
3,1,0,831
17,8,0,1900
17,15,0,7600
12,10,0,853
18,15,1,2500
7,1,0,3000
9,0,1,6000
8,1,1,899
17,13,0,9700
5,2,0,1200
15,13,0,12100
14,1,0,5700
4,1,0,801
5,13,0,2100
8,1,0,3200
3,1,0,805
42,16,7,1400
3,1,14,1500
10,1,0,1800
4,2,0,1200
6,1,0,1700
23,1,1,1400
7,0,0,2700
6,1,0,769
30,14,0,939
8,1,1,1300
2,0,1,1700
6,10,1,12500
3,1,1,1400
5,2,0,4800
18,14,0,863
40,1,3,1600
32,1,0,6400
25,1,0,1200
21,16,0,2100
8,2,1,2300
15,1,10,923
26,5,2,3000
12,0,2,1500
24,10,0,2000
13,1,10,3600
4,2,0,2100
20,1,2,1900
14,1,0,1500
11,1,0,3300
11,2,0,6300
7,0,0,1700
6,1,0,2400
0,0,0,1300
12,1,0,1700
12,1,1,4200
3,0,1,7700
2,4,1,20800
10,1,0,1000
10,2,0,5300
15,10,1,7500
3,0,0,3100
21,2,0,848
15,13,1,4900
7,1,1,759
9,3,0,2100
29,1,3,1000
12,1,2,776
7,1,2,1500
10,1,0,766
5,3,0,1500
21,22,0,1400
13,1,0,6500
8,5,0,4200
6,2,0,4600
8,1,1,1400
5,0,1,14900
10,3,1,919
15,1,0,1600
6,1,0,1500
6,1,0,1500
15,1,0,869
4,0,0,949
3,1,0,4800
8,6,1,5200
32,30,1,21700
28,12,0,1600
7,1,0,3000
6,1,0,961
26,6,21,2200
7,2,0,4700
3,1,0,1300
12,1,0,1800
10,1,0,817
5,0,1,731
10,1,0,2100
10,1,0,1000
30,12,4,2100
8,1,0,777
5,1,1,1900
4,0,1,5600
24,10,9,752
6,1,7,3100
12,3,1,2000
11,1,0,888
13,10,0,5700
4,1,0,1200
0,30,0,16100
10,1,0,2600
12,1,0,830
45,11,1,10100
6,1,0,2400
18,1,0,823
15,1,0,1100
0,30,0,1600
6,1,0,837
93,11,0,88500
10,1,0,2100
4,1,0,2200
5,1,0,2300
18,14,0,881
3,0,21,615
14,11,1,8400
3,1,0,1800
15,4,0,1600
7,54,0,8800
9,2,0,1400
26,10,1,2200
7,2,0,1600
0,0,0,4300
23,18,0,871
5,1,1,4700
3,1,0,579
9,1,0,1100
9,14,0,11200
0,1,1,4900
22,16,1,25500
22,10,1,829
10,2,0,864
6,3,0,1900
4,1,1,2000
29,16,0,964
6,1,4,1900
12,2,0,924
3,1,1,597
12,10,1,823
3,2,0,3300
16,1,0,1100
7,0,0,918
27,21,1,4300
6,0,1,2800
3,1,0,2900
6,2,11,13400
9,2,0,2000
14,0,25,5600
19,14,4,835
4,0,1,2000
8,1,0,615
14,0,11,1200
6,0,0,687
19,11,1,17300
5,1,1,1300
14,11,2,10200
20,17,1,1800
3,0,2,877
8,2,1,616
13,2,0,2400
2,1,2,2900
6,1,0,856
0,8,0,3900
10,1,0,1600
36,30,1,1700
3,1,0,1300
11,2,0,557
6,1,0,1000
4,9,1,3100
12,7,0,9600
6,0,0,1100
41,1,20,1100
25,9,22,791
5,1,0,1100
6,2,0,9900
7,1,0,3100
4,1,1,946
25,1,2,1100
5,1,1,663
2,32,1,1100
0,27,0,9400
15,31,1,1500
4,1,0,919
18,15,1,5900
10,1,0,1100
8,1,0,963
12,6,0,1600
14,1,0,892
5,1,0,1100
7,19,0,1500
6,0,0,889
4,1,0,6300
27,12,1,12800
12,2,0,2500
9,1,0,3200
3,0,1,6900
10,1,0,1100
5,1,0,557
26,11,0,1100
11,1,0,829
6,1,0,2900
10,2,0,810
2,1,0,860
11,2,0,5600
6,1,0,736
5,2,0,824
10,1,0,464
7,1,19,8200
3,1,0,9900
5,1,0,1000
9,2,0,1200
5,1,0,894
2,1,0,747
5,12,1,1400
4,3,0,968
5,4,0,525
4,1,0,1300
12,1,0,1000
11,1,0,830
8,6,0,801
4,0,21,74300
19,21,0,23100
8,1,0,885
12,1,0,821
9,1,0,1400
6,1,0,1300
3,1,0,6000
15,12,0,5700
5,1,0,3300
8,1,0,3900
9,1,0,932
19,7,0,799
11,1,1,866
35,12,1,3000
51,7,0,9900
14,1,0,556
3,1,0,961
11,9,4,4300
14,1,3,3000
41,34,1,1400
6,1,0,1300
6,0,0,1700
15,1,1,955
10,3,0,1100
0,18,0,23700
19,17,1,6400
5,0,0,2900
3,1,0,832
26,16,0,1800
6,3,0,901
7,0,3,802
9,1,1,681
27,13,0,2300
5,2,0,2700
25,0,0,2500
2,1,0,9200
6,2,0,1100
3,1,7,1700
6,1,1,1400
6,1,0,2900
10,1,0,809
9,1,7,954
8,3,0,1900
5,0,0,797
19,16,0,1700
4,1,12,3800
5,11,0,4200
7,2,0,1800
32,36,1,3800
6,1,0,685
4,0,1,1000
5,1,1,861
4,0,0,1100
11,1,6,1300
6,1,4,1400
12,4,0,1200
6,1,2,4400
24,13,1,10300
5,1,0,2100
6,0,2,542
12,1,1,2400
31,23,1,998
46,7,1,5000
7,0,0,1600
19,1,1,936
21,16,1,10300
22,18,1,26300
5,2,0,1500
4,10,0,38600
5,1,1,3300
8,1,2,2100
20,1,0,5400
5,2,0,2500
6,1,0,4600
25,17,0,1600
4,1,1,1100
3,1,1,5800
5,1,0,1200
6,0,21,3600
12,10,0,1200
5,1,0,878
6,20,1,934
52,7,1,1300
5,11,0,926
5,1,0,1200
15,13,0,970
20,1,0,974
5,2,0,1500
6,1,0,667
23,1,23,1000
3,1,11,3100
5,0,0,847
9,3,1,491
22,12,1,12800
19,2,1,967
7,4,1,1600
32,21,0,6000
5,1,0,4800
12,1,3,3100
5,2,0,1200
7,1,0,735
22,4,0,4700
5,1,1,2300
13,1,0,1100
19,1,4,2500
21,1,18,1600
2,0,0,601
16,2,0,2500
16,1,0,2800
6,0,2,1100
13,0,11,31500
7,2,0,1700
16,10,1,4400
60,0,53,3600
22,13,2,2200
13,1,0,1800
31,1,0,3300
7,35,1,1300
20,5,1,4900
10,16,0,1100
6,3,1,2300
15,2,0,1400
15,1,0,1300
8,1,1,1300
9,1,0,1100
12,4,3,4400
4,1,13,1600
7,1,4,1600
28,25,0,1600
10,1,0,2200
16,13,0,4800
14,5,1,878
11,2,0,936
19,1,0,4600
12,54,1,2500
13,11,1,3900
9,1,0,4800
2,1,1,6600
8,10,1,2000
9,1,0,1000
3,2,0,4700
12,3,0,2900
14,0,11,4900
6,1,0,1200
7,1,0,6500
26,1,20,978
3,39,0,736
2,12,1,897
4,1,0,1300
19,0,2,10400
26,10,9,6100
4,1,0,2000
14,13,1,889
23,20,0,1400
5,45,1,1800
11,0,0,9000
24,2,0,1300
4,1,0,1100
3,1,0,4100
11,11,2,2700
3,0,0,718
15,2,0,1100
17,14,0,28400
26,11,1,3700
33,1,0,12800
17,38,12,1700
28,21,0,29700
5,12,0,1700
9,1,1,1300
5,1,0,1100
2,1,0,839
24,3,0,11700
8,1,0,483
12,2,1,1000
8,0,1,875
6,0,0,1300
18,4,10,886
17,1,0,476
9,2,0,543
11,1,0,3700
4,1,0,1800
4,1,0,842
5,0,0,1400
5,0,0,948
11,12,2,893
12,13,1,910
14,1,7,6700
5,1,1,1300
8,1,0,693
3,1,0,852
18,1,0,1000
15,14,1,967
10,1,0,712
7,39,1,922
10,20,1,2000
4,10,1,1800
3,1,0,3600
9,7,0,2300
9,0,2,2100
3,0,2,667
14,10,1,1000
9,1,1,786
15,8,0,18000
7,50,1,1100
12,1,0,1300
19,10,3,1200
3,0,2,2300
21,2,13,1400
7,11,0,4900
3,0,1,6300
6,1,0,1400
24,1,0,30600
2,1,1,726
28,14,0,7400
6,7,1,2400
2,27,0,899
16,12,1,3600
5,1,0,857
9,1,1,1300
6,1,0,1400
8,2,0,1300
1,0,1,12500
4,1,0,1000
4,2,0,1000
4,3,2,9900
13,1,0,7700
8,18,0,1300
8,2,0,2300
8,1,0,8000
18,10,2,6400
9,1,0,981
11,1,0,1000
2,0,1,1900
4,1,0,2000
6,0,0,724
8,50,1,2000
24,10,1,5400
29,1,0,699
12,1,0,964
26,0,21,10100
12,0,11,4800
21,12,0,3800
7,1,0,2500
4,0,2,635
3,0,1,9100
4,0,0,1200
11,1,1,1000
10,3,1,17200
3,1,1,8900
6,1,1,1500
6,1,0,881
6,2,0,838
8,3,0,9600
12,10,1,15500
12,0,11,5900
26,11,0,1400
8,1,0,867
7,1,6,944
10,1,1,863
11,7,0,8200
13,0,11,803
10,1,0,881
3,1,0,639
23,10,1,1500
4,1,0,1200
11,1,0,813
25,0,1,2300
7,18,0,689
16,11,3,2100
4,0,2,1900
0,12,0,1400
21,20,0,8600
15,7,0,2100
9,1,0,876
16,1,2,656
22,1,0,1200
12,1,0,881
13,0,11,19500
1,1,0,748
7,1,0,656
3,1,0,789
5,1,0,743
33,26,0,4000
12,0,13,2000
1,0,2,6500
22,11,2,1000
9,2,0,820
6,1,0,834
12,1,0,2000
2,18,0,9200
24,22,0,1400
4,0,0,1300
5,0,0,860
4,0,1,804
12,0,11,7800
19,8,1,875
6,1,0,1300
9,1,1,789
14,0,12,110200
5,1,1,6700
8,0,1,1200
18,1,0,1800
6,1,0,834
21,15,0,976
56,8,1,10900
7,1,0,698
19,11,0,3400
5,3,0,1300
9,2,1,1000
6,12,0,969
9,8,0,1900
5,2,0,1100
9,0,0,692
7,11,0,1500
7,2,1,1100
20,1,1,1400
0,1,0,2400
29,1,0,2500
8,1,0,840
19,14,0,1700
6,10,0,967
2,0,1,4000
13,0,11,894
17,13,1,1900
7,0,0,6100
11,1,0,2400
13,10,1,18800
3,2,0,3700
4,2,0,1400
5,1,1,1200
20,15,2,886
7,1,0,919
13,1,1,1100
6,1,0,896
14,20,1,870
3,0,1,3600
8,1,0,629
0,10,0,1400
29,1,0,3900
5,2,0,18300
6,1,0,998
27,37,0,5700
15,0,0,630
7,0,0,2300
11,2,1,1700
7,1,0,720
29,1,21,2000
10,9,0,1500
4,14,0,1800
4,1,0,751
8,36,1,1700
3,1,0,3600
8,2,1,4600
24,10,1,969
5,2,11,2300
7,1,0,1400
15,11,1,2000
4,1,0,2500
13,1,0,918
5,0,0,3000
0,2,0,3000
2,0,2,1100
10,1,0,696
2,29,0,1200
13,0,11,11400
8,1,0,11600
5,1,0,1100
9,1,0,2100
13,9,1,9700
22,22,1,1400
23,10,0,1200
33,10,1,3200
4,1,0,871
14,0,11,809
12,1,0,970
7,1,0,1100
25,6,2,1700
9,2,0,5800
6,2,0,2900
11,1,1,2000
4,3,0,1700
6,2,0,1800
4,0,1,22600
7,1,0,1400
2,1,0,1900
13,1,0,3600
5,2,0,1600
19,30,0,1300
4,1,2,618
4,1,0,552
11,2,2,2000
13,5,0,1300
12,0,11,1500
23,10,1,6700
8,1,0,975
6,2,0,1100
8,1,0,1100
31,21,1,1400
7,1,0,1200
31,4,0,2800
8,1,0,682
20,17,1,9000
0,2,0,875
24,11,0,947
14,1,0,2700
15,0,14,1800
0,14,0,679
25,21,1,1100
10,0,8,1600
5,1,1,1200
2,0,2,133700
10,1,0,974
6,10,0,2700
5,1,0,773
8,0,1,539
25,23,0,1300
10,2,0,3800
18,14,1,77800
28,2,27,803
18,1,13,19200
5,2,0,954
19,1,0,949
6,12,1,977
5,0,0,812
8,1,0,713
20,18,1,1100
13,1,0,848
6,1,0,5900
5,1,0,759
4,1,0,1600
6,0,1,1100
5,1,0,1200
4,1,2,829
6,1,0,945
14,0,11,1000
15,0,11,5900
0,10,0,1600
6,15,0,2600
8,1,0,666
6,2,0,1300
7,1,1,774
17,16,0,4000
6,1,0,1600
3,8,1,11500
3,0,2,894
7,11,0,2200
2,1,0,834
2,1,2,2000
4,0,1,1100
21,10,1,1400
6,0,1,1200
22,21,0,888
5,1,0,4200
24,14,0,4600
22,15,0,1800
7,10,1,1200
6,3,1,703
4,0,0,842
18,15,0,4900
12,8,0,2700
6,0,0,1600
12,1,0,798
12,6,1,956
4,0,1,92100
8,1,0,950
9,13,0,3500
19,17,1,15200
10,1,0,1100
8,0,1,741
19,1,0,737
4,0,1,3700
79,1,75,2500
4,15,0,849
5,1,0,1600
16,2,1,1100
5,0,2,1700
3,7,0,5000
24,11,0,1300
8,16,0,1500
20,4,0,4400
18,15,1,11100
2,0,2,1100
12,13,0,1000
17,1,1,2000
18,11,0,3300
3,1,0,1400
27,25,0,11000
8,0,1,9100
1,1,0,1600
16,1,0,4900
13,10,0,5300
3,6,0,2800
4,1,0,1600
16,1,17,841
0,10,0,3000
7,2,0,1900
9,3,1,1200
5,2,0,1600
7,0,0,1200
4,3,0,3900
21,0,13,5900
3,1,1,1700
5,3,0,1400
27,1,23,1800
27,2,0,1500
41,1,0,2800
6,1,0,1100
21,14,0,957
7,0,0,3400
6,0,0,792
10,8,1,1400
19,7,2,2400
3,1,0,4800
5,51,0,7100
11,2,0,5900
31,11,0,8700
30,1,13,3900
10,3,0,2300
16,7,0,2100
5,0,0,3100
5,6,0,1000
26,15,0,1500
36,11,1,21000
22,1,0,1400
11,1,15,3500
2,13,1,3900
8,1,1,1100
4,16,0,548
9,1,1,3900
68,15,65,18000
7,1,1,1100
1,1,0,2500
21,0,14,4200
24,1,13,1200
19,15,0,2600
5,1,9,1200
7,0,1,759
19,1,14,19600
15,0,0,975
21,20,0,2600
94,1,0,2000
5,1,0,1600
12,8,5,1200
3,0,2,3100
5,1,0,970
6,13,0,692
19,1,14,2000
14,10,1,1500
5,2,0,1400
10,1,1,4000
24,11,0,1200
3,1,1,1800
9,1,0,3000
12,3,1,3900
5,5,0,1700
10,8,2,11300
6,3,1,1300
4,1,0,654
7,14,0,8500
9,1,0,787
5,1,0,2100
7,1,1,1200
69,0,66,4200
15,3,1,1900
8,15,3,1000
9,33,1,793
21,1,1,1200
7,1,1,941
9,1,1,926
14,2,0,1400
18,1,0,1100
10,1,0,976
4,1,0,2900
29,12,0,1300
24,1,21,7600
18,16,0,8500
24,1,0,3700
17,1,1,878
21,22,1,4400
20,9,0,1500
10,4,1,1500
17,1,13,2900
22,18,1,6000
16,14,0,3900
15,1,0,1500
16,2,13,1700
4,15,0,1700
71,2,65,1400
6,3,1,863
5,0,2,907
20,2,13,721
6,1,0,2300
24,19,1,10900
13,1,0,796
5,0,0,1000
17,1,0,640
14,1,10,1300
4,0,21,1400
13,1,0,1400
11,1,0,753
12,1,0,2500
1,0,1,1200
14,1,0,16100
2,9,1,5600
10,0,2,11900
8,50,1,3100
14,9,2,2000
25,2,0,636
21,12,0,16900
7,1,1,1300
3,0,0,1900
1,1,1,775
9,3,0,1000
7,2,0,626
19,16,1,1100
26,14,1,12400
31,2,1,3500
4,2,0,4600
10,7,0,3500
25,7,2,10100
20,7,2,1900
19,7,2,14400
20,8,2,3800
37,7,2,2400
8,4,0,4000
9,1,0,810
14,3,1,2100
14,2,1,4900
5,1,0,1900
10,4,0,1200
5,0,0,697
14,10,0,4600
15,11,1,3600
7,1,0,813
2,0,2,3900
6,1,0,1200
18,13,0,1400
5,1,2,1100
5,1,3,4300
18,1,0,861
8,1,0,2900
7,2,1,1500
11,18,0,785
5,1,1,1200
5,1,0,1300
6,0,1,2000
13,1,0,1600
5,1,0,805
5,1,0,1300
26,22,0,1500
3,1,1,3400
22,1,1,1300
7,14,0,1100
35,1,0,6700
8,2,1,1800
33,2,0,6200
3,0,1,8300
5,1,0,781
5,1,0,707
6,0,0,1400
14,17,0,681
4,14,2,1100
2,0,1,2100
6,1,0,5600
6,8,1,1300
21,16,1,883
3,1,0,887
20,4,0,1900
5,0,0,918
38,11,0,1900
18,1,0,1700
2,0,1,883
8,1,1,1900
24,7,1,1200
3,1,0,1500
4,1,1,20200
18,9,0,972
15,0,14,6500
3,1,0,4200
7,3,0,1600
9,1,0,847
8,2,0,6200
9,3,0,859
13,1,0,1100
18,0,0,836
22,9,2,5400
6,0,22,7500
2,2,0,698
19,15,1,1200
17,17,0,2500
12,1,0,2100
6,17,0,945
11,1,0,1500
19,11,0,4800
14,1,0,1600
3,21,0,1100
0,0,0,2300
7,1,0,1100
37,1,0,615
7,1,1,900
25,13,0,1400
14,1,0,712
5,0,2,1400
7,1,0,990
14,16,0,3700
5,1,0,1100
3,1,0,584
8,2,0,2900
16,1,0,741
8,1,0,22200
13,1,0,901
14,5,0,10800
11,1,0,1500
18,11,0,2100
12,1,0,13600
7,3,0,1100
7,2,0,1600
19,2,0,5000
22,19,0,9000
11,2,0,1200
17,12,1,9500
22,0,15,695
14,2,1,1800
10,7,0,13900
5,5,0,762
7,1,0,796
5,2,0,2000
16,15,0,823
5,0,1,841
9,1,0,1100
18,4,1,2800
11,1,0,461
4,1,0,670
5,2,1,1200
7,0,0,881
6,2,0,781
5,1,0,2400
4,1,0,563
12,1,0,1300
6,0,1,1700
4,1,0,26900
5,0,2,4300
21,6,0,2200
8,4,1,3500
5,2,0,1200
38,11,6,62900
8,1,0,2600
15,1,9,10400
8,1,0,2800
4,1,0,761
12,1,0,1100
7,0,0,1600
8,0,1,709
6,0,2,4800
10,7,2,4700
14,14,0,1200
2,2,0,1000
5,1,0,2800
2,15,1,22300
10,2,0,966
